S/N,Date,Country,Rented_Bike_Count,Hour,Temperature,Humidity,Windspeed,Visibility,Dewpoint_Temp,Solar_Radiation,Rainfall,Snowfall,Open,Hit_Sales,Region,Latitude,Longitude
5067,6/30/2019,JP,1275,0,23,84,1.9,2,20.1,0,0,low,Yes,Y,South,37.79294826,127.7480243
5068,6/30/2019,JP,1070,1,22.6,85,0.3,2,19.9,0,0,low,Yes,Y,South,37.10787363,127.7132174
5069,6/30/2019,JP,859,2,22.2,88,1,2,20.1,0,0,low,Yes,N,South,37.86137128,128.331427
5070,6/30/2019,JP,625,3,21.9,88,0.9,2,19.8,0,0,low,Yes,N,South,37.74107313,127.6663231
5071,6/30/2019,JP,382,4,21.7,93,0.1,2,20.5,0,0,low,Yes,N,South,37.32421888,127.8284184
5072,6/30/2019,JP,247,5,21.7,88,0.6,2,19.6,0,0,low,Yes,N,South,37.97509847,127.7618189
5073,6/30/2019,JP,310,6,22.1,85,0.5,2,19.4,0.01,0.1,low,Yes,N,South,37.44313938,127.8448724
5074,6/30/2019,JP,468,7,22.5,86,0.6,2,20,0.07,0,low,Yes,N,South,37.81471117,127.5647234
5075,6/30/2019,JP,825,8,23.4,81,0.5,2,19.9,0.37,0,low,Yes,N,South,37.00499574,128.4530365
5076,6/30/2019,JP,862,9,24.2,81,0.9,2,20.7,0.53,0,low,Yes,N,South,37.87689145,127.7203238
5077,6/30/2019,JP,933,10,25.1,73,0.9,2,19.9,0.66,0,low,Yes,N,South,37.5718106,128.1526519
5078,6/30/2019,JP,871,11,26.4,71,1,2,20.7,1.36,0,low,Yes,N,South,37.93408638,127.5077686
5079,6/30/2019,JP,858,12,25.2,94,2.8,1,24.1,0.39,6.4,low,Yes,N,South,37.29432528,127.7915429
5080,6/30/2019,JP,1144,13,25.6,87,1.7,2,23.2,0.71,3.5,low,Yes,Y,South,37.16242348,128.174875
5081,6/30/2019,JP,1235,14,27.5,69,0.5,3,21.2,1.84,0,low,Yes,Y,South,37.05029157,127.9325739
5082,6/30/2019,JP,1311,15,27.8,71,0.9,3,22,0.93,0,low,Yes,Y,South,37.73970341,127.7064692
5083,6/30/2019,JP,1317,16,27.9,69,0.5,3,21.6,0.61,0,low,Yes,Y,South,37.86128781,128.2123876
5084,6/30/2019,JP,1291,17,27.4,75,2.3,2,22.5,0.46,0,low,Yes,Y,South,37.6848873,128.0802914
5085,6/30/2019,JP,306,18,27.5,79,0.5,4,23.5,0.65,0.5,low,Yes,N,South,37.50226229,127.7971774
5086,6/30/2019,JP,481,19,24.3,95,0.5,3,23.4,0.11,4,low,Yes,N,South,37.18691111,128.2622322
5087,6/30/2019,JP,778,20,24.2,88,0.8,4,22,0.06,0,low,Yes,N,South,37.90066539,128.364204
5088,6/30/2019,JP,1005,21,23.9,84,0.7,4,21,0,0,low,Yes,Y,South,37.61430006,128.3493332
5089,6/30/2019,JP,1107,22,23.4,88,0.9,3,21.2,0,0,low,Yes,Y,South,37.83698361,128.317341
5090,6/30/2019,JP,919,23,22.9,92,0.6,3,21.5,0,0,low,Yes,N,South,37.2453769,127.9078789
5091,7/1/2019,JP,865,0,22.6,88,0.2,4,20.5,0,0,low,Yes,N,South,37.35766764,127.8246531
5092,7/1/2019,JP,740,1,22.7,87,0.5,3,20.4,0,0,low,Yes,N,South,37.78309379,128.247991
5093,7/1/2019,JP,586,2,22.7,87,0.5,3,20.4,0,0,low,Yes,N,South,37.59663142,127.8970451
5094,7/1/2019,JP,368,3,22.7,86,0.7,4,20.2,0,0,low,Yes,N,South,37.27575917,128.1064492
5095,7/1/2019,JP,211,4,22.7,85,0.7,4,20,0,0,low,Yes,N,South,37.42108416,127.8516677
5096,7/1/2019,JP,54,5,22.6,86,0.5,3,20.1,0,0.1,low,Yes,N,South,37.67371319,127.8843741
5097,7/1/2019,JP,60,6,22.3,93,0.6,4,21.1,0.01,0.4,low,Yes,N,South,37.11040003,127.5510355
5098,7/1/2019,JP,,7,22.1,89,0.5,4,20.1,0.08,0.5,low,Yes,N,South,37.41921473,128.428417
5099,7/1/2019,JP,20,8,22.1,93,0.5,3,20.9,0.14,1,low,Yes,N,South,37.6967163,128.0683143
5100,7/1/2019,JP,9,9,22.1,94,0.9,2,21,0.22,1.5,low,Yes,N,South,37.26991486,127.8142315
5101,7/1/2019,JP,13,10,21.6,97,0.5,2,21,0.13,12,low,Yes,N,South,37.58014267,128.3983603
5102,7/1/2019,JP,11,11,21.2,97,1.2,1,20.6,0.15,18.5,low,Yes,N,South,37.20486663,128.0417262
5103,7/1/2019,JP,9,12,21.1,97,1.2,2,20.5,0.17,7.5,low,Yes,N,South,37.73398948,128.0145081
5104,7/1/2019,JP,30,13,21.2,97,1.1,3,20.6,0.2,3.5,low,Yes,N,South,37.59231512,127.9734588
5105,7/1/2019,JP,14,14,21.5,97,0.7,4,20.9,0.29,1,low,Yes,N,South,37.64357755,127.9551325
5106,7/1/2019,JP,51,15,21.8,97,0.7,2,21.2,0.14,5.5,low,Yes,N,South,37.71980805,127.885932
5107,7/1/2019,JP,41,16,22.2,97,1.1,4,21.6,0.25,1,low,Yes,N,South,37.34213151,128.3867518
5108,7/1/2019,JP,25,17,22.4,96,0.4,4,21.7,0.21,1.5,low,Yes,N,South,37.08889378,127.5033472
5109,7/1/2019,JP,17,18,22.2,96,1.2,2,21.5,0.09,3.5,low,Yes,N,South,37.60916963,127.5223535
5110,7/1/2019,JP,18,19,21.9,96,1.2,2,21.2,0.01,5.5,low,Yes,N,South,37.42591278,127.82129
5111,7/1/2019,JP,16,20,21.9,97,1.1,2,21.3,0,6,low,Yes,N,South,37.32790842,127.9921228
5112,7/1/2019,JP,17,21,21.8,97,0.6,2,21.2,0,3.5,low,Yes,N,South,37.52833691,127.8905047
5113,7/1/2019,JP,16,22,21.7,97,0.7,2,21.1,0,3.5,low,Yes,N,South,37.5060544,128.0014119
5114,7/1/2019,JP,15,23,21.5,97,1.5,2,20.9,0,5,low,Yes,N,South,37.99964251,127.7481172
5115,7/2/2019,JP,26,0,21.4,97,0.6,2,20.8,0,2.5,low,Yes,N,South,37.53162023,127.8804469
5116,7/2/2019,JP,28,1,21.3,97,1,4,20.7,0,3,low,Yes,N,South,37.18841249,128.2715442
5117,7/2/2019,JP,17,2,21.2,97,0.8,3,20.6,0,2,low,Yes,N,South,37.01213405,128.3358945
5118,7/2/2019,JP,23,3,21.1,96,2.4,3,20.4,0,4.5,low,Yes,N,South,37.23072674,127.8623467
5119,7/2/2019,JP,58,4,20.8,97,1,5,20.3,0,4,low,Yes,N,South,37.74967862,128.3275802
5120,7/2/2019,JP,28,5,20.7,97,0.3,5,20.2,0,0.5,low,Yes,N,South,37.8690403,127.5419471
5121,7/2/2019,JP,40,6,20.7,97,0.3,4,20.2,0,1,low,Yes,N,South,37.54071081,127.9261011
5122,7/2/2019,JP,126,7,20.7,97,0.4,4,20.2,0,0.5,low,Yes,N,South,37.19454813,128.2837996
5123,7/2/2019,JP,104,8,20.8,96,0.4,4,20.1,0.11,1.5,low,Yes,N,South,37.12844441,128.1171706
5124,7/2/2019,JP,128,9,21,97,1.3,3,20.4,0.14,3,low,Yes,N,South,37.87882537,128.0712154
5125,7/2/2019,JP,27,10,21.4,97,0.6,2,20.8,0.27,1,low,Yes,N,South,37.87130714,127.9336359
5126,7/2/2019,JP,153,11,21.7,97,0.5,2,21.1,0.25,8,low,Yes,N,South,37.37476941,127.6656226
5127,7/2/2019,JP,218,12,22.4,97,1,3,21.8,0.46,0,low,Yes,N,South,37.86974267,128.2254475
5128,7/2/2019,JP,304,13,22.6,97,0.6,2,22,0.3,0.5,low,Yes,N,South,37.76718739,128.4047563
5129,7/2/2019,JP,381,14,23.3,96,0.3,2,22.6,0.53,0,low,Yes,N,South,37.24801852,128.2563808
5130,7/2/2019,JP,619,15,24.2,93,1,2,22.9,0.78,0,low,Yes,N,South,37.90087529,128.1613316
5131,7/2/2019,JP,839,16,25.2,87,0.9,2,22.8,0.88,0,low,Yes,N,South,37.23201448,127.6304397
5132,7/2/2019,JP,861,17,25.3,87,0.6,3,22.9,0.49,0,low,Yes,N,South,37.03742077,127.5276138
5133,7/2/2019,JP,832,18,24.9,87,1.9,4,22.5,0.25,0,low,Yes,N,South,37.99516352,127.7330931
5134,7/2/2019,JP,44,19,24.1,93,2.1,3,22.8,0.23,1.5,low,Yes,N,South,37.83024479,128.2234354
5135,7/2/2019,JP,61,20,23.5,97,0.1,4,22.9,0.04,24,low,Yes,N,South,37.8967874,127.6241531
5136,7/2/2019,JP,72,21,23.4,98,0.4,3,23,0,1,low,Yes,N,South,37.07406525,127.5263975
5137,7/2/2019,JP,83,22,23.4,98,0.3,2,23,0,2.5,low,Yes,N,South,37.53563831,128.4947373
5138,7/2/2019,JP,168,23,23.4,98,0.3,2,23,0,0.5,low,Yes,N,South,37.61914974,128.4248666
5139,7/3/2019,JP,349,0,23.2,98,0.2,3,22.8,0,0.5,low,Yes,N,South,37.8364691,127.9451222
5140,7/3/2019,JP,407,1,23.1,98,0,3,22.7,0,0,low,Yes,N,South,37.64647697,128.4688849
5141,7/3/2019,JP,354,2,23,98,0.1,3,22.6,0,0,low,Yes,N,South,37.13265141,128.0148937
5142,7/3/2019,JP,233,3,22.8,98,0,4,22.4,0,0,low,Yes,N,South,37.12428269,128.0277716
5143,7/3/2019,JP,149,4,22.7,97,0.2,4,22.1,0,0,low,Yes,N,South,37.61341748,127.7327121
5144,7/3/2019,JP,224,5,22.6,97,0,4,22,0,0,low,Yes,N,South,37.40751153,128.2258533
5145,7/3/2019,JP,600,6,22.6,95,0.1,4,21.7,0.05,0,low,Yes,N,South,37.84530244,127.5840278
5146,7/3/2019,JP,1308,7,23.5,86,0.2,4,21,0.38,0,low,Yes,Y,South,37.00401253,127.8666906
5147,7/3/2019,JP,2135,8,24.3,83,0.5,4,21.2,0.53,0,low,Yes,Y,South,37.08179945,128.0888389
5148,7/3/2019,JP,1156,9,25.7,76,0.8,4,21.1,1.11,0,low,Yes,Y,South,37.27412058,128.2557617
5149,7/3/2019,JP,818,10,27.6,71,1.6,4,21.8,2.14,0,low,Yes,N,South,37.25900188,127.5284098
5150,7/3/2019,JP,906,11,29.2,66,1.4,4,22.1,2.72,0,low,Yes,N,South,37.11422186,128.0551292
5151,7/3/2019,JP,944,12,30.1,64,1.2,5,22.5,2.54,0,low,Yes,N,South,37.37312072,128.1138221
5152,7/3/2019,JP,994,13,31.2,54,1.3,4,20.7,3.11,0,low,Yes,N,South,37.60795609,127.9039077
5153,7/3/2019,JP,1001,14,31,56,1.5,5,21.1,1.47,0,low,Yes,Y,South,37.37176458,127.7007813
5154,7/3/2019,JP,1069,15,32,54,1.2,4,21.5,2.99,0,low,Yes,Y,South,37.68050739,127.6061446
5155,7/3/2019,JP,1325,16,31.3,52,1.2,5,20.2,1.63,0,low,Yes,Y,South,37.82773985,128.1147083
5156,7/3/2019,JP,1783,17,32.4,50,2.2,5,20.6,1.92,0,low,Yes,Y,South,37.85307017,127.6308378
5157,7/3/2019,JP,2965,18,32.2,57,1.8,4,22.5,1.53,0,low,Yes,Y,South,37.20946004,128.2901377
5158,7/3/2019,JP,2598,19,30.4,62,0.9,5,22.2,0.65,0.1,low,Yes,Y,South,37.85857511,128.4879754
5159,7/3/2019,JP,2398,20,28.8,72,0.9,5,23.2,0.11,0,low,Yes,Y,South,37.66240634,128.1661935
5160,7/3/2019,JP,2264,21,27.8,72,0.6,5,22.2,0,0,low,Yes,Y,South,37.67773437,128.4360149
5161,7/3/2019,JP,1948,22,26.9,78,0.6,4,22.7,0,0,low,Yes,Y,South,37.71385967,128.2900194
5162,7/3/2019,JP,1365,23,26.4,78,0.3,5,22.2,0,0,low,Yes,Y,South,37.65961293,127.6432616
5163,7/4/2019,JP,971,0,25.9,79,0.3,5,21.9,0,0,low,Yes,N,South,37.18745983,128.2930229
5164,7/4/2019,JP,796,1,25.4,79,1,5,21.4,0,0,low,Yes,N,South,37.97281067,127.875704
5165,7/4/2019,JP,555,2,25.1,82,0.2,5,21.8,0,0,low,Yes,N,South,37.85636772,127.9045713
5166,7/4/2019,JP,372,3,24.9,83,0.2,4,21.8,0,0,low,Yes,N,South,37.27344514,127.7643231
5167,7/4/2019,JP,234,4,24.7,82,0.3,5,21.4,0,0,low,Yes,N,South,37.95291164,128.1978145
5168,7/4/2019,JP,316,5,24.2,86,0.2,5,21.7,0,0,low,Yes,N,South,37.12833701,127.7431592
5169,7/4/2019,JP,747,6,24,84,0.1,4,21.1,0.05,0,low,Yes,N,South,37.68231391,128.1631449
5170,7/4/2019,JP,1450,7,24.6,78,0.5,5,20.5,0.33,0,low,Yes,Y,South,37.09350015,127.5960627
5171,7/4/2019,JP,2215,8,26.4,64,0.5,4,19,1.33,0,low,Yes,Y,South,37.64620042,127.5800331
5172,7/4/2019,JP,1191,9,27.4,68,0.5,4,20.9,1.31,0,low,Yes,Y,South,37.86935993,127.6081504
5173,7/4/2019,JP,831,10,28.5,65,1.5,4,21.2,1.74,0,low,Yes,N,South,37.59492644,127.6818565
5174,7/4/2019,JP,941,11,30,60,2.3,4,21.3,2.61,0,low,Yes,N,South,37.92235876,128.2605088
5175,7/4/2019,JP,1021,12,30.5,58,2.5,4,21.2,2.26,0,low,Yes,Y,South,37.41737142,127.9525614
5176,7/4/2019,JP,1007,13,31,60,2.6,4,22.3,2.75,0,low,Yes,Y,South,37.40489047,128.3535549
5177,7/4/2019,JP,1005,14,31.3,58,3,4,22,2.46,0,low,Yes,Y,South,37.19742886,128.2055424
5178,7/4/2019,JP,1038,15,31.1,57,3.7,4,21.5,2.03,0,low,Yes,Y,South,37.82499584,127.7211
5179,7/4/2019,JP,1306,16,31.6,57,2.7,4,22,2.19,0,low,Yes,Y,South,37.14378666,128.3739841
5180,7/4/2019,JP,1856,17,31.2,56,3.4,4,21.3,1.82,0,low,Yes,Y,South,37.16387889,128.4239948
5181,7/4/2019,JP,3080,18,30,60,2.5,4,21.3,0.99,0,low,Yes,Y,South,37.07008213,127.9811023
5182,7/4/2019,JP,2637,19,28.2,64,2.8,4,20.7,0.5,0,low,Yes,Y,South,37.13007347,127.5201973
5183,7/4/2019,JP,2415,20,27.1,67,2.9,4,20.4,0.06,0,low,Yes,Y,South,37.46586971,128.3258266
5184,7/4/2019,JP,2274,21,26.2,70,2.2,4,20.2,0,0,low,Yes,Y,South,37.10239096,128.3664146
5185,7/4/2019,JP,2091,22,25.1,73,2.5,4,19.9,0,0,low,Yes,Y,South,37.83597068,127.8795063
5186,7/4/2019,JP,1432,23,24.7,74,1.4,4,19.7,0,0,low,Yes,Y,South,37.85452694,128.2190068
5187,7/5/2019,JP,1078,0,24.2,77,1.8,4,19.9,0,0,low,Yes,Y,South,37.1242593,127.8202418
5188,7/5/2019,JP,846,1,23.9,79,1.7,3,20,0,0,low,Yes,N,South,37.25364133,128.1822586
5189,7/5/2019,JP,568,2,23.6,80,1.5,3,19.9,0,0,low,Yes,N,South,37.0639273,128.2612493
5190,7/5/2019,JP,376,3,23.5,81,0.9,3,20,0,0,low,Yes,N,South,37.91750244,128.0799614
5191,7/5/2019,JP,267,4,23.5,80,0.4,3,19.8,0,0,low,Yes,N,South,37.3040814,127.9748321
5192,7/5/2019,JP,326,5,23.5,80,0.3,3,19.8,0,0,low,Yes,N,South,37.93108649,128.0409747
5193,7/5/2019,JP,438,6,23.5,80,0.3,3,19.8,0,0,low,Yes,N,South,37.81315356,128.3331064
5194,7/5/2019,JP,828,7,23.5,90,0.5,2,21.7,0.05,0.5,low,Yes,N,South,37.06756234,127.8375992
5195,7/5/2019,JP,1836,8,23.6,93,0.9,2,22.3,0.21,0,low,Yes,Y,South,37.53925705,127.6739346
5196,7/5/2019,JP,1112,9,24.2,84,0.9,2,21.3,0.49,0,low,Yes,Y,South,37.67808243,127.7945535
5197,7/5/2019,JP,827,10,25.6,75,1.1,3,20.8,1.22,0,low,Yes,N,South,37.63010931,127.8361074
5198,7/5/2019,JP,890,11,26.3,71,1.1,4,20.6,0.86,0,low,Yes,N,South,37.72602298,127.8628326
5199,7/5/2019,JP,996,12,27,68,1.1,4,20.5,1.2,0,low,Yes,N,South,37.56967537,127.5260422
5200,7/5/2019,JP,929,13,28.1,67,1.1,4,21.3,1.43,0,low,Yes,N,South,37.84569205,127.853456
5201,7/5/2019,JP,933,14,28.3,67,3,4,21.5,1.73,0,low,Yes,N,South,37.28586602,127.8538359
5202,7/5/2019,JP,1011,15,28.8,66,0.9,4,21.8,1.55,0,low,Yes,Y,South,37.89892585,127.8409104
5203,7/5/2019,JP,1105,16,28.2,71,1.7,5,22.4,0.96,0,low,Yes,Y,South,37.04910566,127.5282192
5204,7/5/2019,JP,1381,17,27.3,76,0.9,4,22.6,0.52,0,low,Yes,Y,South,37.37376708,127.9450971
5205,7/5/2019,JP,2594,18,26.8,71,1.2,5,21,0.21,0,low,Yes,Y,South,37.38416353,127.7422166
5206,7/5/2019,JP,2309,19,26.7,69,1.4,5,20.5,0.36,0,low,Yes,Y,South,37.67950196,127.8955824
5207,7/5/2019,JP,2122,20,25.8,68,1.4,5,19.4,0.09,0,low,Yes,Y,South,37.99336034,128.4661135
5208,7/5/2019,JP,2063,21,25.2,67,1.5,5,18.6,0,0,low,Yes,Y,South,37.07557524,128.2305501
5209,7/5/2019,JP,1941,22,24.4,67,1.6,5,17.8,0,0,low,Yes,Y,South,37.79471566,128.2328354
5210,7/5/2019,JP,1406,23,23.9,66,1.5,5,17.1,0,0,low,Yes,Y,South,37.41218385,127.5391988
5211,7/6/2019,JP,1075,0,23.5,65,1.9,5,16.5,0,0,low,Yes,Y,South,37.9028036,128.4827608
5212,7/6/2019,JP,839,1,23.1,66,1.6,5,16.3,0,0,low,Yes,N,South,37.67843938,128.2529337
5213,7/6/2019,JP,558,2,22.8,65,1.8,5,15.8,0,0,low,Yes,N,South,37.79362427,128.3380254
5214,7/6/2019,JP,403,3,22.6,66,1.5,5,15.9,0,0,low,Yes,N,South,37.20366989,128.4026088
5215,7/6/2019,JP,273,4,22.6,66,0.9,5,15.9,0,0,low,Yes,N,South,37.55789251,127.9070651
5216,7/6/2019,JP,311,5,22.5,66,1.5,5,15.8,0,0,low,Yes,N,South,37.54129015,127.6029377
5217,7/6/2019,JP,723,6,22.4,65,1.6,5,15.4,0.01,0,low,Yes,N,South,37.94226259,128.1454711
5218,7/6/2019,JP,1449,7,22.6,63,1.3,5,15.1,0.21,0,low,Yes,Y,South,37.46196776,127.6691733
5219,7/6/2019,JP,2273,8,23.2,60,1.7,5,14.9,0.58,0,low,Yes,Y,South,37.98093736,127.9158481
5220,7/6/2019,JP,1318,9,23.3,61,1.7,5,15.3,0.8,0,low,Yes,Y,South,37.3418621,127.6977258
5221,7/6/2019,JP,998,10,23.7,59,1.7,5,15.2,0.89,0,low,Yes,N,South,37.92464281,127.9818073
5222,7/6/2019,JP,1024,11,23.9,59,2.1,5,15.3,1.08,0,low,Yes,Y,South,37.1420273,128.0107164
5223,7/6/2019,JP,1216,,25.7,57,1.9,5,16.5,2.32,0,low,Yes,Y,South,37.79670984,127.5752591
5224,7/6/2019,JP,1210,,26.2,53,2.1,5,15.8,2.23,0,low,Yes,Y,South,37.57955782,128.4082729
5225,7/6/2019,JP,1209,,27,52,2.1,5,16.2,2.51,0,low,Yes,Y,South,37.00442894,128.4672976
5226,7/6/2019,JP,1346,15,26.9,51,2,5,15.9,1.95,0,low,Yes,Y,South,37.06641047,128.3228685
5227,7/6/2019,JP,1635,16,26.6,54,2.3,5,16.5,1.24,0,low,Yes,Y,South,37.08895413,127.9484261
5228,7/6/2019,JP,2282,17,26.6,52,2.2,5,15.9,1.02,0,low,Yes,Y,South,37.47491222,127.8246882
5229,7/6/2019,JP,3196,18,25.9,52,2.1,5,15.2,0.57,0,low,Yes,Y,South,37.41955381,128.1519891
5230,7/6/2019,JP,2557,19,25,52,2.2,5,14.4,0.37,0,low,Yes,Y,South,37.32058701,128.1890022
5231,7/6/2019,JP,2223,20,23.8,55,2.3,5,14.2,0.05,0,low,Yes,Y,South,37.56975102,128.2418426
5232,7/6/2019,JP,2183,21,23.1,54,2.1,5,13.2,0,0,low,Yes,Y,South,37.79558643,128.4476082
5233,7/6/2019,JP,1917,22,22.5,54,2.1,5,12.7,0,0,low,Yes,Y,South,37.50113888,128.3129885
5234,7/6/2019,JP,1458,23,22,55,1.7,5,12.5,0,0,low,Yes,Y,South,37.25413404,127.6674611
5235,7/7/2019,JP,1191,0,21.5,56,1.8,5,12.3,0,0,low,Yes,Y,South,37.90053803,128.1028585
5236,7/7/2019,JP,1079,1,21.1,57,2,5,12.2,0,0,low,Yes,Y,South,37.05466832,128.2569966
5237,7/7/2019,JP,760,2,20.7,58,1.5,5,12.1,0,0,low,Yes,N,South,37.78800834,128.4338395
5238,7/7/2019,JP,545,3,20.4,59,1,5,12.1,0,0,low,Yes,N,South,37.31480846,127.750867
5239,7/7/2019,JP,331,4,20,63,1.8,5,12.7,0,0,low,Yes,N,South,37.59718093,127.6930342
5240,7/7/2019,JP,273,5,19.8,63,1.4,5,12.5,0,0,low,Yes,N,South,37.46734175,128.0876337
5241,7/7/2019,JP,396,6,19.5,61,1.5,5,11.7,0.03,0,low,Yes,N,South,37.07111804,128.3954026
5242,7/7/2019,JP,567,7,19.6,57,1.6,5,10.8,0.42,0,low,Yes,N,South,37.29942607,127.99584
5243,7/7/2019,JP,832,8,21.2,52,1.6,4,10.9,1.2,0,low,Yes,N,South,37.51399618,128.4175355
5244,7/7/2019,JP,1009,9,22.6,51,1.7,5,11.9,1.87,0,low,Yes,Y,South,37.78933441,128.1859827
5245,7/7/2019,JP,1050,10,24,49,1.7,5,12.6,2.48,0,low,Yes,Y,South,37.79601649,128.3796865
5246,7/7/2019,JP,1129,11,25,48,1.5,4,13.2,2.95,0,low,Yes,Y,South,37.38664055,128.0243783
5247,7/7/2019,JP,1328,12,26.4,47,1.7,5,14.1,3.26,0,low,Yes,Y,South,37.22882357,127.8825622
5248,7/7/2019,JP,1399,13,27.5,43,2,5,13.7,3.41,0,low,Yes,Y,South,37.7183756,127.8849538
5249,7/7/2019,JP,1430,14,28.3,43,1.6,4,14.5,3.33,0,low,Yes,Y,South,37.1582835,128.1573462
5250,7/7/2019,JP,1579,15,28.7,42,1.3,5,14.5,2.98,0,low,Yes,Y,South,37.06935693,128.2142082
5251,7/7/2019,JP,1764,16,28.9,44,1.6,4,15.4,2.2,0,low,Yes,Y,South,37.08594863,128.2233853
5252,7/7/2019,JP,2020,17,28.9,45,1.4,5,15.7,1.89,0,low,Yes,Y,South,37.95342953,127.6789603
5253,7/7/2019,JP,2238,18,27.8,48,1.2,5,15.7,0.91,0,low,Yes,Y,South,37.59544444,127.7437363
5254,7/7/2019,JP,2352,19,26.1,51,1.4,5,15.1,0.32,0,low,Yes,Y,South,37.5942538,128.1445634
5255,7/7/2019,JP,2232,20,24.6,51,1.7,5,13.7,0.07,0,low,Yes,Y,South,37.05342283,127.7405742
5256,7/7/2019,JP,2235,21,23.4,52,1.4,5,12.9,0,0,low,Yes,Y,South,37.28174404,128.1559604
5257,7/7/2019,JP,1921,22,22.6,51,1.7,5,11.9,0,0,low,Yes,Y,South,37.1010988,127.7985422
5258,7/7/2019,JP,1416,23,21.7,51,1.7,5,11.1,0,0,low,Yes,Y,South,37.27401539,127.723804
5259,7/8/2019,JP,1208,0,20.7,51,1.7,5,10.1,0,0,low,Yes,Y,South,37.32880447,128.3925217
5260,7/8/2019,JP,946,1,19.9,52,1.6,5,9.7,0,0,low,Yes,N,South,37.88613015,127.580755
5261,7/8/2019,JP,648,2,19.3,54,1.4,5,9.7,0,0,low,Yes,N,South,37.80646703,127.7868292
5262,7/8/2019,JP,460,3,18.8,56,1.2,5,9.8,0,0,low,Yes,N,South,37.08027885,128.2288013
5263,7/8/2019,JP,277,4,18.4,57,1.1,5,9.7,0,0,low,Yes,N,South,37.89679542,128.2466307
5264,7/8/2019,JP,253,5,18.1,57,1.4,5,9.4,0,0,low,Yes,N,South,37.53813402,127.9926115
5265,7/8/2019,JP,267,6,17.8,58,1.1,5,9.4,0.04,0,low,Yes,N,South,37.40309522,127.8112546
5266,7/8/2019,JP,410,7,18.2,54,1.2,5,8.7,0.42,0,low,Yes,N,South,37.9721778,128.0369517
5267,7/8/2019,JP,684,8,19.1,53,1.7,4,9.2,0.8,0,low,Yes,N,South,37.89787805,127.5044711
5268,7/8/2019,JP,787,9,20.8,51,1.5,4,10.2,1.65,0,low,Yes,N,South,37.9868962,127.9150887
5269,7/8/2019,JP,867,10,22.5,48,1.6,4,10.9,2.33,0,low,Yes,N,South,37.54375424,127.5196592
5270,7/8/2019,JP,1053,11,23.8,47,2.1,5,11.8,2.59,0,low,Yes,Y,South,37.35118844,128.4988095
5271,7/8/2019,JP,1237,12,25,46,1.9,4,12.5,2.93,0,low,Yes,Y,South,37.93073834,128.2783576
5272,7/8/2019,JP,1442,13,26.1,45,1.8,5,13.2,3.33,0,low,Yes,Y,South,37.51172679,127.7925523
5273,7/8/2019,JP,1517,14,27.1,41,1.4,4,12.7,3.24,0,low,Yes,Y,South,37.98008188,128.2211521
5274,7/8/2019,JP,1693,15,27.6,37,1.9,5,11.5,2.58,0,low,Yes,Y,South,37.26056813,127.6984815
5275,7/8/2019,JP,2070,16,27.9,39,1.2,5,12.6,2.16,0,low,Yes,Y,South,37.13558702,128.0176725
5276,7/8/2019,JP,2266,17,27.4,44,1.7,5,14,1.17,0,low,Yes,Y,South,37.41790183,128.4540146
5277,7/8/2019,JP,2351,18,26.7,48,1,5,14.7,0.53,0,low,Yes,Y,South,37.81910856,127.502375
5278,7/8/2019,JP,,19,26.3,51,1.7,5,15.3,0.18,0,low,Yes,Y,South,37.64919751,127.5376063
5279,7/8/2019,JP,2348,20,25.7,53,1.3,5,15.3,0.03,0,low,Yes,Y,South,37.3192663,127.9295842
5280,7/8/2019,JP,2055,21,25.3,55,1.4,5,15.6,0,0,low,Yes,Y,South,37.9388753,128.3264786
5281,7/8/2019,JP,1717,22,25,57,1,5,15.8,0,0,low,Yes,Y,South,37.8936655,128.3976251
5282,7/8/2019,JP,1252,23,24.6,60,2.6,5,16.3,0,0,low,Yes,Y,South,37.47600948,127.6479853
5283,7/9/2019,JP,900,0,24.2,61,1.7,5,16.1,0,0,low,Yes,N,South,37.54621681,128.1408424
5284,7/9/2019,JP,554,1,23.7,64,0.8,5,16.4,0,0,low,Yes,N,South,37.91604806,128.065908
5285,7/9/2019,JP,387,2,22.7,63,0.9,5,15.2,0,0,low,Yes,N,South,37.05185109,127.7434202
5286,7/9/2019,JP,285,3,21.9,63,1.3,5,14.5,0,0,low,Yes,N,South,37.09521137,127.8385456
5287,7/9/2019,JP,206,4,21.4,63,1.5,5,14,0,0,low,Yes,N,South,37.16450805,128.1008795
5288,7/9/2019,JP,301,5,21.1,64,1.5,5,14,0,0,low,Yes,N,South,37.86640406,128.3376448
5289,7/9/2019,JP,486,6,21,64,1,5,13.9,0.03,0,low,Yes,N,South,37.38031602,127.8795481
5290,7/9/2019,JP,451,7,20.9,66,1.4,5,14.3,0.1,0,low,Yes,N,South,37.94130073,128.3519952
5291,7/9/2019,JP,670,8,20.7,73,0.8,5,15.6,0.3,0.2,low,Yes,N,South,37.29026267,127.9546049
5292,7/9/2019,JP,575,9,21.1,72,1,4,15.8,0.52,0,low,Yes,N,South,37.56339219,127.5427739
5293,7/9/2019,JP,217,10,21.1,73,1.2,4,16,0.4,0,low,Yes,N,South,37.33564855,128.2939032
5294,7/9/2019,JP,186,11,20.6,82,1,5,17.4,0.29,0.3,low,Yes,N,South,37.0455099,127.8995821
5295,7/9/2019,JP,71,12,20.7,83,0.6,4,17.7,0.32,0,low,Yes,N,South,37.84181249,128.3774868
